Tweet Text,# number,Medical relevance,X,Does X prevent cancer 
Sounds like FDA stepped in with clinical hold to prevent $ZIOP from starting a CAR-T trial that probably would have killed cancer patients. https://t.co/loBhe9sjsw,1,,,
"Space tech has given us a pill camera that can be swallowed by patients and apps that help prevent skin cancer! Now thanks to a £4m initiative launch for @NHSEngland, we're about to see a lot more tech-savvy health solutions save lives...https://t.co/RXSbSRJxOT",1,,,
"Space technology has already given us a pill camera that can be swallowed by patients and apps that help prevent skin cancer! Now thanks to a £4m initiative launch, we're about to get a lot more tech-savvy health solutions...https://t.co/RXSbSRJxOT",1,,,
"spearmint include limonene, cineole, pinene, vit A , vit C , riboflavin , thiamin.balancing substances makes spearmint a powerful tool to prevent chronic diseases, including cancer , many of which are caused by free radicals attacking healthy cells. https://t.co/Km8OyAoweh https://t.co/rvJ6odkLCT",1,,,
"Spring Fire Department gears up to detect, prevent cancer and other diseases among employees #KleinTX https://t.co/3Ohh9gOiny",1,,,
"Spring Fire Department gears up to detect, prevent cancer and other diseases among employees https://t.co/H3K4msOc1y",1,,,
STAT:  Opinion: Using the principles of evolution to treat and prevent cancer  https://t.co/mnkbljItxw,1,,,
Stock up on a daily sunscreen at L+SI! EltaMD sunscreens help prevent  sunburn and decrease the risk of skin cancer and early skin aging caused  by the sun. Safe for all skin types and children. Check out our Elta products- https://t.co/3E3Cco1T4I #summer #sunscreen #skintips https://t.co/TGrsMTpL01,1,,,
Stop by our #Henrycountyhealthfair for free cancer screenings and programs to help treat and/or prevent cancer. #fightcancer #cancerscreening #ceed #ceedingthecommunity #plantingceeds #proceed #exceed #succeed https://t.co/nAFEZVShIL,1,,,
STRAWBERRY🍓  -helps lose weight  -boosts memory  -cures allergies and asthma  -helps prevent cancer and eye related ailments   -slows down the aging process  -helps maintain a healthy skin https://t.co/lETHZYmFA7,1,,,
"Studies show by maintaining good oral hygiene and good oral health, one can prevent HPV infection and subsequent HPV-related cancers. Yet another reason to brush! https://t.co/RfixJ7uFHg",1,,,
Studies show that a healthy diet and lifestyle could prevent 66-75% of colorectal cancer cases. A #diet especially high in fruit &amp; vegetables provides enough fiber to help reduce risk of #cancer. #cleaneating #GoVegan https://t.co/Q0gjD1UC3I https://t.co/LCMJBf3E5H,1,,,
Studying a diet in #clinicaltrials is challenging. Does a Mediterranean diet help prevent #heartdisease and #cancer? https://t.co/3v2U9709Us,1,,,
"Sue is a retired widow, cancer survivor and avid planner. She uses her Medicare benefits to fight chronic disease and prevent recurrence. https://t.co/diiJLj1LV5",1,,,
"Summer is Here, On the Jersey Shore. Remember sunblock to prevent skin cancer and stay hydrated. https://t.co/c7Zg4OzC0w",1,,,
"Summer sun essential! Don’t forget to protect your eyes! There are many great eye sunscreens out there that can help prevent skin cancer of your thin eye skin, as well as pigment and wrinkles. For added help just add sunglasses! https://t.co/0mNzgzJ4Vs",1,,,
"Summertime is Here! Watermelon is out and is packed with Vitamin C, B6, lycopene, antioxidants, amino acids and fiber, so eat it every day to improve skin and heart health, aid kidneys, sooth aching muscles and has been proven to help prevent prostate and breast cancer! GOOD! https://t.co/FXv9o4jmBe",1,,,
"Sun protection not only helps prevent aging skin, but dramatically lowers your chance of skin cancer. Wear protective clothing, a high SPF sunscreen and look for shade when outside for long periods of time. https://t.co/Ql4HNIDakL",1,,,
Sunbathing must haves/do’s: •SUN SCREEN- sun screen protects you from UVA rays and doesn’t prevent you tanning. It prevents skin cancer so please put it on  •lotion and after sun- mouisturise everyday with lotion or after sun to keep your tan for stronger for longer •hydration,1,,,
"Sunburn can increase your risk of developing skin problems such as ageing and skin cancer. If you’re out in the sun, check these tips on how to prevent sunburn this summer. https://t.co/XEYL3HKDjg https://t.co/qXcoKtYx38",1,,,
"Sunburn is painful, peeling is annoying, but skin cancer is no joke. Learn why we get sunburned and what we can do to prevent it: https://t.co/qOe2qpHJKe https://t.co/fRLjJ7uAeb",1,,,
"Sunglasses can help prevent skin cancer, cataracts, and glaucoma. Protect your eyes by wearing a pair of shades. #NationalSunglassesDay https://t.co/Cd9qpSsQ0i",1,,,
"Sunscreen first, always. Sunscreen to prevent aging and skin cancer. Tretinoin for anti-aging. https://t.co/lSUcpNuSS6",1,,,
"Sunscreen needs to be reapplied, and even then it still only confers a certain amount of protection. Sunscreen can help prevent skin cancer, but by itself it cannot guarantee that you will not get skin cancer. Visible symptoms of skin cancer don't show up for many years.",1,,,
Supplements Don’t Prevent Cardiovascular Disease AND ACS Lowers Age to Begin Screening for Colorectal Cancer - https://t.co/QHznY5zqoX https://t.co/QHznY5zqoX,1,,,
"Surgeon to the stars reveals what really causes breast cancer, and how you can prevent it.  https://t.co/s51rtkMZ2j #breastcancercare #preventbreastcancer https://t.co/T4lEFxhfbo",1,,,
"Taking Viagra with the flu vaccine could prevent cancer and stop it spreading, according to new research.  #stomachcancer #cancertreatment https://t.co/URSBDt4JM8",1,,,
"Tea has a lot of great benefits. They are known to regulate blood pressure, boost metabolism and provide antioxidants that prevent cancer. But did you know that adding milk into tea actually cancels out the benefits? The proteins in milk makes it tough f… https://t.co/XrRIWyVJ9V https://t.co/iDMZOWX5VF",1,,,
"Tea has a lot of great benefits. They are known to regulate blood pressure, boost metabolism and provide antioxidants that prevent cancer. But did you know that adding milk into tea actually cancels out the benefits? The proteins in milk makes it tough f… https://t.co/XrRIWyVJ9V https://t.co/yJwBjOFAxC",1,,,
Tea makes for the perfect addition to popsicles as it adds a hit on #antioxidants that support natural beauty and prevent cancer: https://t.co/QieX8PGucG https://t.co/M5XbCPU0rD,1,,,
"TERCON FOLAKSAN Folaksan is highly effective against all forms of cancer. The active ingredients in the nutritional supplement suppress the onset and growth of cancer cells and prevent the process of carcinogen, metastases and cellular mutations, have a c…https://t.co/n3OB0B29wr",1,,,
"TERCON FOLAKSAN Folaksan is highly effective against all forms of cancer. The active ingredients in the nutritional supplement suppress the onset and growth of cancer cells and prevent the process of carcinogen, metastases and cellular mutations,... https://t.co/n3OB0B29wr",1,,,
"Terry &amp; I have been having something on our minds since Sept 2007.  Co-enzyme Q10. Ubiquinone/Ubiquinol, produced by mitochondria oxygenates every cell at 100% efficiency to prevent free radical cancer cells from attacking oxidized cells caused by statin medications. https://t.co/45OYZ7vT10",1,,,
Texas Cancer Center was hit with a $4.3 million #hipaa fine. We can help you prevent that here at Compliancy Group. Clink the link below to read more about the fine and visit our website to understand how we can help.  https://t.co/kjR1BsRSFA,1,,,
Texas ranks 47th in the nation for the rate of HPV vaccination in adolescents. #LIVESTRONGCancerInstitutes member and @DellMedSchool faculty @MYvetteWB spoke to kick off the @TxHPVCoalition campaign to promote the vaccine and prevent HPV related cancers. https://t.co/ad3VInlB1G,1,,,
Thank you SO @DrDubrow for speaking about Vitamin D and pancreatic cancer on the podcast this week! I just lost my mother to the disease so I’m researching ways to help prevent it.,1,,,
"That's nice. Millions of people die of cancer each year and millions more suffer taking hamhanded psych meds, but we've got a new drug to prevent excessive underarm sweat! Go America! Land of the Fucked Up Priorities! https://t.co/jiUkoLOEcK",1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse #Cancer https://t.co/A7ycUtmLhE via @afoodrevolution #prevention,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/01X4TjLI9i via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/5cxK0YHGWS via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/744LwxlUxl via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/7QlEHFXzIQ via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/cBdRUpnjuV via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/dn6mp2kj5z via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/DOvs00exPa via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/EGazKdcrUX via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/evI1pdcA3g via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/G1gbEPRGPC via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/GAppJxz4uc via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/hERLclDNQX via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/LsfxM554kd via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/M8w2lNJ9RG via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/ndeOcEL2QA via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/Od3EyAd4O3 via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/ohVbOsfb3Y via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/pNicsb4OKu via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/qFrJX8R3Uk via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/VyhkdacM6i via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/WOH7Iot2C2 via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/Xoof27UZKw via @afoodrevolution,1,,,
The  Top 10 Vegetables You Can Eat to Prevent and Reverse Cancer https://t.co/ZtbPQyH3zb via @afoodrevolution,1,,,
"The @GOP are setting up the death panels that they screamed about with the ACA. My ulcerative colitis and prostate cancer aren't supposed to kill me. Under this plan, they could prevent me from getting health insurance. Than I'm outtakes luck if I have a major accident. https://t.co/lw937Z2dK7 Got a preexisting condition? The Trump administration wants insurers to deny you coverage https://t.co/5zDOTrWdRe via @latimesopinion https://t.co/3jHv21TmI9",1,,,
The @UConn research team is developing polymeric nanoparticles containing a common chemotherapy drug to potentially prevent leukemia stem cells from self-renewing. https://t.co/aH3IatMzCF @YaleWestCampus @Yale @UConnPharmacy @UConnChem,1,,,
The #fourth is right around the corner and that usually means a lot of outdoor adventures and parties. Remember to slap on some #sunblock before heading out to help prevent skin cancer and severe sun burns. https://t.co/mtd0n552XB,1,,,
The #health benefits of Lion's Mane #Mushroom are beyond this world. Improve your #brain . Prevent #cancer. Fight #diabetes. Rich in #antioxidants. Regulate and prevent #multiplesclerosis and #schizophrenia . It's a bad ass #supplements  https://t.co/RBjP8abrav https://t.co/0SY9yW1p5k,1,,,
The #health benefits of Lion's Mane #Mushroom are beyond this world. Improve your #brain . Prevent #cancer. Fight #diabetes. Rich in #antioxidants. Regulate and prevent #multiplesclerosis and #schizophrenia . It's a bad ass #supplements  https://t.co/RBjP8abrav https://t.co/M82XRimb8b,1,,,
"The #jackfruit possesses powerful anti-cancer compounds like phytonutrients, lignans, saponins and isoflavones. These nutrients prevent the harmful free radicals that are known to develop cancer and other chronic diseases.  Saponins have been known for being anti-cancer agen… https://t.co/UTurn1jXVN",1,,,
