Tweet Text,# number,Medical relevance,X,Does X cause cancer 
"@RichardKuehn14 @nibor1955 @ClarkeMicah Cannabis doesn't cause cancer (AFAIK). It causes insanity, and has been proven to do so.",1,,,
New post (Ovarian Cancer What Causes It And How Can It Be Treatment?) has been published on My Blog - https://t.co/3Jnl2YLyZH https://t.co/8k2TOBX6t8,1,,,
"Dr. Sumant Gupta, Dr. Sumit Narang, Dr. Shivam Vatsal Agarwal At Sea News Agra For Sea Health program “Speaking on Cancer Causes and Symptoms and Treatment “ — in Agra https://t.co/rNxgZxZho6",1,,,
"A bloke who studies #cancer for a living published a paper that says #EarlyDetection of #BreastCancer is pretty much a cure for breast cancer. In almost all cases, women lived +20 years and die of other causes than cancer. #BreastCancerAwareness  https://t.co/BivTHBasRA",1,,,
Learning about oral cancer is the first step to prevent it. Read today's blog to find out what causes oral cancer and what you can do avoid it. https://t.co/euPdjZh5Of,1,,,
"What Is Pancreatic Cancer, What Are The Symptoms And Causes And Did Joe Jackson Suffer From The Illness? https://t.co/8J0ESZUUNy",1,,,
"Tories deliberately damaging the NHS making it ready for privatization, which in turn will make it less accessible.  Seems that their deliberate neglect of the NHS has caused many deaths, state killing? https://t.co/Yk5PWLRBfl NHS 'worse than average in treating eight common causes of death'. ‘We run a health system with very scarce resources in terms of staff and equipment and achieve poor outcomes in some vital areas like cancer survival’  Over to you Jeremy!!  https://t.co/yVN94o0l9I",1,,,
"Everyone knows smoking causes lung cancer, but what about infertility and arthritis? https://t.co/44cT3dYjCa",1,,,
The pain and heartache cancer causes not only to the person affected but everyone else around them is so unfair 💔 surely they must be some sort of cure to be found after all these years of researching 💔,1,,,
"Analysis of a Pakistani family find a 13 bp deletion of the FANCM #gene which causes male infertility #UsingEnsembl  @GIMJournal  https://t.co/1VZJ7KSyQS https://t.co/CjF7lNRtnA See FANCM on #PanelApp here, with high evidence of association to haematological malignancies pertinent cancer susceptibility, haematological malignancies for rare disease and Radial Ray abnormality: https://t.co/SkcMY2V4gP https://t.co/ecZW1euf1f",1,,,
"everything causes cancer, is a carcinogen, and I wish y’all would stop using that as an excuse to not live your life.",1,,,
"@mariamn216 @brokebronxbitch @ragdoll_rem @shayfromonlin3 Linked. But not the cause. Diseases and cancer also deal with genetics. AGAIN, you do you. But stay on topic. You think meat causes cancer. Fine. Do a vegan keto diet. What’s next? Carbs? You don’t need many carbs to keep brain function. Your brain will adapt and use its ketone",1,,,
"tmi, kinda / / / everything is awful bc I forgot my birth control/hormone control pills and my family is encouraging me to stop them bc I guess birth control causes cancer, like, screw that, I got two periods in the same month bc my body is confused 😩😭😫",1,,,
Alright I know like everyone says baby powder causes cancer and I get it I totally believe u but like I LOVE that shit so I’m just taking the L when I have cancer everywhere,1,,,
RT @JohnDoe0726: The foods we eat are the causes of cancer which we have a cure for and other diseases https://t.co/U83N1Nhcmb,1,,,
"#Oral cancer is by far the deadliest dental problem. Without proper treatment, oral cancer will kill the patient in a little under a year. There are various causes believed to trigger this disease but top of the list is smoking cigarettes and chewing tobacco. https://t.co/kMSQghd4sM",1,,,
"Burn them at the stake.  These criminals knew that the active ingredient, glyphosate, causes several aggressive forms of cancer.  Stay away from this stuff for your own sake.  It gets in the water supply when you use it.  10% vinegar (1 gal), epsom salt (2 cups) and dishwashing https://t.co/i4sRsuemQG",1,,,
"I send my heartfelt condolences to the family and friends of Migori Senator Ben Olouch Okoth who passed this morning at MP Shah Hospital, Nairobi. May his soul rest in peace. Let us give ppl a chance to receive cancer screening and treatment....So sad loosing lives to cancer.........now you can think of causes of it tobbacco.......breastcancer in women, cervical cancer are among leading canceproblems in Kenya @SU2C https://t.co/2nF20zGkgG",1,,,
"#GoVeganAndBeHealthy Non-veg food is the cause of hundreds of diseases, it weakens our bones, it makes our behavior/nature wild, it also causes cancer and nervous diseases, causes food shortage etc.",1,,,
@lanayahdanysh @_majinjuann Smoking cigs causes cancer and other terrible health problems as well as other people dont want to have smoke in face which can cause asthm,1,,,
Colorectal cancer: Symptoms #treatment #risk factors and causes https://t.co/n7wSHeGei9,1,,,
"had a conversation with a man who has cancer and I shared about my mental illness and he said, ""well cancer is physical but mental illness is not and they don't know what causes it or how to cure it."" the BRAIN IS PHYSICAL. #mentalillnessisreal",1,,,
gamma radiation kinda occupies a border zone between particle/nuclear physics and biochemistry.  the actual phenomenon is in the physics field but it has applications in cancer treatments and other biochem-related areas because it causes rapid mutation in living cells.,1,,,
The leading causes of death in the United States:  Abortion  Heart Disease  Cancer Respiratory Disease  Car Accidents Stroke Alzheimer’s  Diabetes Influenza and Pneumonia Kidney Disease   ...Notice that guns are not on that list  🤔 No surprise at the number 1 cause of death. Women’s healthcare seems to be quite a deadly business. God forgive us for saying this evil is good. https://t.co/I9R5O5StUU,1,,,
"A sedentary lifestyle is one of the causes of #cancer and this is where #walking every day can help. Walking is also helpful for those undergoing cancer treatment, reducing the side effects of chemotherapy. Download the #Active10 app to help motivate you: https://t.co/SojL7PT2j3 https://t.co/EqtjTEzn6B",1,,,
"@FlorentPirot @PaulTheMartian @thefreerifleman Cannabis does NOT cure cancer. Studies show it can relieve some symptoms like nausea, vomiting, poor oral intake and pain. There is no scientific evidence to show what causes many cancers especially hematologic cancers.",1,,,
40% of smokers in South Africa incorrectly believe nicotine causes lung cancer. Misinformation around cigarettes can cause obstacles when quitting smoking. That’s why it’s important to know the facts when considering harm-reduction methods to quit. #SmokeFreeWorld #GFN18,1,,,
"But is anyone looking into Roundup causing other health issues aside from cancer that could be caused by Roundup, like IBS, rheumatoid arthritis, etc. And it wouldn't hurt to have more independent, long-term studies instead of just one as mentioned in this article. https://t.co/4hTA8HfOkJ U.S. judge allows lawsuits alleging Monsanto's Roundup weedkiller causes cancer to proceed to trial. A November 2017 study found that glyphosate, the herbicide's main ingredient, 'was not statistically significantly associated with cancer.' Background: https://t.co/tgXoPPNB45",1,,,
@LordDarthBob And lastly... My mother and her friends do not like it when I remind them that 'plastic shamanism' sorta kinda promotes the disenfranchising and misrepresentation of native americans. e.e but then they tell me I'm persecuting their religion. It does. Modern Cigarette tobacco causes cancer. It has no healing properties. #BuyerBeware #SellingCeremony #IndigenousPeoplesDay #IndigenousHistoryMonth Cc: @nenshi @DruhFarrell #yyccc https://t.co/iQ8dXi4si9,1,,,
@Dipannitasharma @iamsonalibendre @GOLDIEBEHL Its really sad and mournful mam that you are suffering from cancer..hope u recover soon..but does these diseases needs to come in social media for hype so that people give you much sympathy and attention? This causes attention seeking from media as well from people..,1,,,
Metallic Taste Before During and After Treatment of Head and Neck Cancer: Metallic taste in head and neck cancer is widely underestimated in the literature. Its causes are multiple and poorly defined. Though it has a strong impact on the nutritional… https://t.co/jv9N5Wy67c,1,,,
"Colorectal cancer: Symptoms# treatment# risk factors, and causes https://t.co/n7wSHeGei9",1,,,
Weed causes cancer and can kill you even if it’s your first time trying it. Don’t even try to argue I’ve got mountains of evidence. https://t.co/vQwSe7Ljcs,1,,,
"Risperdal is used to treat schizophrenia, the drug insert says to use gloves when handling because it causes cancer/genetic damage. The brain cant differentiate between meth and Adderall. Need to start being parents again, stop drugging our future.",1,,,
"@AutisticDarkWeb @G0MZS @Roni4488 You can't deny what was written. I really do hope your severe relux causes cancer, due to your stomach problems and severe relux you are at a high risk of oesophagus cancer. That would put you in the same shoes as my daughter.",1,,,
"easy peasy; your chemical soaked shit causes cancer, cannabis doesnt and may well cure a variety of cancers. next stupid question? https://t.co/vFiK3uGbNk ""We still cannot understand how this government can justify legalizing marijuana while imposing such extreme measures on tobacco products. We feel that the discrepancy is really astonishing"" https://t.co/uZOYsobDxi",1,,,
"Negative takes like this are why we struggle to make soccer popular in North America! Understand and appreciate the sport, and you'll enjoy low scoring games because of all the small moments during the games. https://t.co/8t8PwX4dCA Hey Nouriel just so you know smoking causes cancer....figured you haven’t been told that yet since we are operating in 1960’s still. 🤷🏼‍♂️🤯😳 #WorldCup https://t.co/VFTdQct0TQ",1,,,
"@efunkEM @jordanbpeterson Seconded. False, and a cynical view on the competence of the medical system. Errors happen often, but are rarely lethal. Certainly nowhere near rivaling deaths due to heart attack, stroke, cancer, respiratory failure etc. Not even in the top 20 causes (not in Australia at least)",1,,,
"@FLamingos777 @tinalofo Like I said, studies have shown animal products are responsible for an increase in 14 different diseases and causes of premature death. Things like heart disease, diabetes, cancer, etc. They are literally slowly poisoning everyone who eats them.  https://t.co/ttAigmG0aB",1,,,
